"Welcome! This is a list of the sources of instruments used in game music. Message me on Discord or comment if you have any criticism/suggestions, or request access if you want to edit the list.",,,,,,,,
"The sources on this page were gathered by G-Boy/NintendoGurkan, Hexagon12/GDhex12, Mathew Valente/TSSF, SynaMax/Max Petrosky, Elite, Chillius, midiman, ephemeralmu, Benjamin, Xane123, MtH, starerik, Blue Falcon, felineki, baggagelizard, punk7890/punk7890-2, Can of Nothing/0minus0, the editors of DEAD VGM Sound Sources, BlueTronic/Jammin' Sam Miller, peronmls/Miles, bocaj517, Nisto, crissxcr0ss, Python Blue, Enclave123, F0nkyNinja, koolaid, Skull/Adel Almas, Vera, Super Spindash, witapepsi, Ghignarda, Spinny, CM30, nford4947, KeiTaRo, drdevilfx, AceKombat, GBP/GarageBandPoke, the editors of The UNDERTALE Music Sample List, gameonion, rebooter23, thisisausername/recordreader, michael01011/michael020022, the editors of NEWER VGM Sound Sources, dutch menneer, XaikuTheMaverickHunter, Gazpacho/calcobrena, PokemonMusic, OzoneOne, Mr. Miles/dumperghost, DatExpandingFuto, amphobius, Patty Rack/PattehRose, ScrewStache, Jack L, Nico_, Sir Ulrich Von Fappenburger™/Linus Olsson, bun, the editor(s) of Patteh's Spreadsheet of Snuff, !bruh!/toastedfoxx, Nuclear/NUKELEDGE, Pinci, AHammockdream, Remi, Waf (Kurzweil K2500)/Waffles, Nesufire, Collision Chaos Radio, d-soup, Aqua (MIDI), Irikachana, WhiteVII, Xerxes, the editors of Pokémon Sound Sources (Detailed), OrangeExecutions, kabulent, Shushy Bushy, codeman38, daypeecone, Mudstep and Milon. The first six listed are the ones who have added findings to and edited this sheet.",,,,,,,,
"Rules: Please give credit if you repost a finding from this sheet. Add the instruments in the games' chronological order. Write the first or the oldest console that the game was released on only. No SFX. If a sample overlaps between multiple sources, write the source that the composers are confirmed to have, and write the oldest source that the sample appears in if the composers aren't confirmed to own any of them. If a sample overlaps between multiple sources that the composers are confirmed to have, and one isn't more likely than the other, write the oldest one.",,,,,,,,
Sample,No.,Source,Date,Game,Date,Console,Music,Composer(s)
Pizzagogo,44,Roland D-550,1987,Tintin in Tibet,1995,SNES,Train,Fabrice Bouillon & Emmanuel Regis
Synthesizer #2 - Midi Bells 1,None,Roland Sound Library L-CD1,1987,Mega Man 7,1995,SNES,"Opening Stage, Cloud Man",V-Tomozoh
Synthesizer #3 - OB Hornz,None,Roland Sound Library L-CD1,1987,Mega Man 7,1995,SNES,Title,"T.""Anie"".N, Yuk, KRSK, Kan, Apple Z, More Rich, Narinari, Ippo"
12 String,37,E-MU Proteus/1,1989,Panel de Pon,1995,SNES,Tiana's Theme,Masaya Kuzume
PERCUSSION - ORCH PERCUSS - ORCH PERCS 1,None,Ensoniq InVision CDR-8 Orchestral,1994,Front Mission,1995,SNES,Rage! Rage! Rege!,Yoko Shimomura
STRINGED - HARP - CNCRT HARP 1,None,Ensoniq InVision CDR-8 Orchestral,1994,Front Mission,1995,SNES,Rage! Rage! Rege!,Yoko Shimomura
0:07/Breakbeat ~ Progd.,2,Zero-G Datafile Two,1991,Front Mission,1995,SNES,Canyon Crow,Yoko Shimomura
N/A (Orchestral Snare),N/A,Korg 01/W Pro,1992,Front Mission,1995,SNES,The Evils of War,Yoko Shimomura
Brightness,101,Roland Sound Canvas,1991,Front Mission,1995,SNES,"A Minefield, Canyon Crow, Optical City",Yoko Shimomura & Noriko Matsueda
Brass Sect 1,Patch B30,Roland JV-880,1992,Front Mission,1995,SNES,"The Evils of War, Holic Shot, Rage! Rage! Rege!, Martial Ecologist",Yoko Shimomura
HIT:Hits - HIT:Hits - HIT:Hits,None,Roland Library Preview Disc SV-SP70-01,1992,Front Mission,1995,SNES,"Holic Shot, Martial Ecologist",Yoko Shimomura
Marimba,13,Roland Sound Canvas,1991,Super Mario RPG: Legend of the Seven Stars,1996,SNES,Rose Town,Yoko Shimomura
Church Org. 1,20,Roland Sound Canvas,1991,Super Mario RPG: Legend of the Seven Stars,1996,SNES,"Koopa's Keep (1), Dungeons Are Full of Monsters, Geno's Awakening, Celebrational Melody, Our Paradise ~Monstro Town~, Geno's Awakening",Yoko Shimomura
Timpani,48,Roland Sound Canvas,1991,Super Mario RPG: Legend of the Seven Stars,1996,SNES,Working Moles are Good Moles,Yoko Shimomura
Muted Trumpet,60,Roland Sound Canvas,1991,Super Mario RPG: Legend of the Seven Stars,1996,SNES,"Vs. A Wee Bit Stronger Monsters, And My Name is Booster, Dodo's Coming!!",Yoko Shimomura
Brightness,101,Roland Sound Canvas,1991,Super Mario RPG: Legend of the Seven Stars,1996,SNES,"Let's Try, Hello from the Clay Pipe",Yoko Shimomura
Steel Drums,115,Roland Sound Canvas,1991,Super Mario RPG: Legend of the Seven Stars,1996,SNES,Grandpa and the Happy Tadpoles,Yoko Shimomura
St. Soft EP,5,Roland Sound Canvas SC-88,1994,Super Mario RPG: Legend of the Seven Stars,1996,SNES,"Welcome! Yo'oster Island!!, The Journey is Full of Danger",Yoko Shimomura
Harpsichord,7,Roland Sound Canvas SC-88,1994,Super Mario RPG: Legend of the Seven Stars,1996,SNES,"Margarie Valentina, Our Paradise ~Monstro Town~",Yoko Shimomura
Music Box,11,Roland Sound Canvas SC-88,1994,Super Mario RPG: Legend of the Seven Stars,1996,SNES,Let's Try,Yoko Shimomura
Accordion It,22,Roland Sound Canvas SC-88,1994,Super Mario RPG: Legend of the Seven Stars,1996,SNES,"Super Pipe House, Weapons Have Arrived!, If You're Shopping, Feel Free to Shop in Seaside Town, Docaty Mountain Railroad",Yoko Shimomura
Strings,49,Roland Sound Canvas SC-88,1994,Super Mario RPG: Legend of the Seven Stars,1996,SNES,(Too many to count),Yoko Shimomura
Voice Oohs,54,Roland Sound Canvas SC-88,1994,Super Mario RPG: Legend of the Seven Stars,1996,SNES,"Super Pipe House, Where Are You Going?, The Merry Marry-Bell Rings, Let's Try, Working Moles are Good Moles",Yoko Shimomura
Syn. Brass3,63,Roland Sound Canvas SC-88,1994,Super Mario RPG: Legend of the Seven Stars,1996,SNES,"Super Pipe House, Welcome! Yo'oster Island!!, Vs. Monsters, Let's Go Down the Midas River, If You're Shopping, Feel Free to Shop in Seaside Town",Yoko Shimomura
Baritone Sax,68,Roland Sound Canvas SC-88,1994,Super Mario RPG: Legend of the Seven Stars,1996,SNES,Dodo's Coming!!,Yoko Shimomura
Clarinet,72,Roland Sound Canvas SC-88,1994,Super Mario RPG: Legend of the Seven Stars,1996,SNES,"And My Name is Booster, Rose Town, Working Moles are Good Moles, Slope",Yoko Shimomura
Fantasia,89,Roland Sound Canvas SC-88,1994,Super Mario RPG: Legend of the Seven Stars,1996,SNES,"Weapons Have Arrived!, Barrel Volcano, The Axem Rangers Drop In",Yoko Shimomura
Creaking,125,Roland Sound Canvas SC-88,1994,Super Mario RPG: Legend of the Seven Stars,1996,SNES,Sunken Ship,Yoko Shimomura
TR808/909,26,Roland Sound Canvas SC-88,1994,Super Mario RPG: Legend of the Seven Stars,1996,SNES,"Fun Adventure Happy Adventure, Hello from the Clay Pipe, Barrel Volcano, Vs. An Armed Boss, Vs. Monsters",Yoko Shimomura
BRUSH,41,Roland Sound Canvas SC-88,1994,Super Mario RPG: Legend of the Seven Stars,1996,SNES,Let's Try,Yoko Shimomura
ETHNIC,50,Roland Sound Canvas SC-88,1994,Super Mario RPG: Legend of the Seven Stars,1996,SNES,Our Paradise ~Monstro Town~,Yoko Shimomura
Country Bar,Patch A08,Roland JV-880,1992,Super Mario RPG: Legend of the Seven Stars,1996,SNES,"Weapons Have Arrived!, If You're Shopping, Feel Free to Shop in Seaside Town",Yoko Shimomura
JC Strat,Patch A41,Roland JV-880,1992,Super Mario RPG: Legend of the Seven Stars,1996,SNES,"And My Name is Booster, Weapons Have Arrived!, Let's Go Down the Midas River, Docaty Mountain Railroad, The Axem Rangers Drop In",Yoko Shimomura
Rubber Bs 1,Patch A62,Roland JV-880,1992,Super Mario RPG: Legend of the Seven Stars,1996,SNES,"Vs. An Armed Boss, And My Name is Booster, Grandpa and the Happy Tadpoles, The Axem Rangers Drop In",Yoko Shimomura
Brass Combo,Patch B33,Roland JV-880,1992,Super Mario RPG: Legend of the Seven Stars,1996,SNES,(Too many to count),Yoko Shimomura
Ocarina,Patch B46,Roland JV-880,1992,Super Mario RPG: Legend of the Seven Stars,1996,SNES,"Super Pipe House, Welcome! Yo'oster Island!!, Vs. Monsters, Let's Go Down the Midas River, If You're Shopping, Feel Free to Shop in Seaside Town",Yoko Shimomura
N/A (Drum Kit),N/A,Roland JV-880,1992,Super Mario RPG: Legend of the Seven Stars,1996,SNES,(Too many to count),Yoko Shimomura
HIT:Hits - HIT:Hits - HIT:Hits,None,Roland Library Preview Disc SV-SP70-01,1992,Super Mario RPG: Legend of the Seven Stars,1996,SNES,Vs. Koopa,"Yoko Shimomura, Teruaki Sugawara, Hidenori Suzuki, Motoko Watanabe"
Brass/Organ/Others (Partition C) - MALLETS - MARIMBA,None,Akai CD3000 Sound Library,1993,Super Mario RPG: Legend of the Seven Stars,1996,SNES,(Too many to count),"Yoko Shimomura, Teruaki Sugawara, Hidenori Suzuki, Motoko Watanabe"
0:06/Breakbeat ~ Live,1,Zero-G Datafile Two,1991,Super Mario RPG: Legend of the Seven Stars,1996,SNES,"Vs. An Armed Boss, Welcome! Yo'ster Island!!",Yoko Shimomura
0:04/Breakbeat ~ Live,10,Zero-G Datafile Two,1991,Super Mario RPG: Legend of the Seven Stars,1996,SNES,"Vs. An Armed Boss, Welcome! Yo'ster Island!!",Yoko Shimomura
Orchestral Flute,907,Kurzweil Orchestral ROM,1993,Super Mario RPG: Legend of the Seven Stars,1996,SNES,"In a Flower Field, The Journey is Full of Danger, Victory!!, Hello, Happy Kingdom, The Journey is Still Full of Danger, Let's Race!, Do the Fluff-Fluff!",Yoko Shimomura
Orchestral Oboe,909,Kurzweil Orchestral ROM,1993,Super Mario RPG: Legend of the Seven Stars,1996,SNES,"Of the Forest Mushrooms Please Beware, Sunken Ship",Yoko Shimomura
Orch Clarinet,914,Kurzweil Orchestral ROM,1993,Super Mario RPG: Legend of the Seven Stars,1996,SNES,"Vs. An Armed Boss, Dodo's Coming!!",Yoko Shimomura
Solo Bassoon,917,Kurzweil Orchestral ROM,1993,Super Mario RPG: Legend of the Seven Stars,1996,SNES,"Hello, Happy Kingdom, Of the Forest Mushrooms Please Beware",Yoko Shimomura
Solo Violin,938,Kurzweil Orchestral ROM,1993,Super Mario RPG: Legend of the Seven Stars,1996,SNES,Docaty Mountain Railroad,Yoko Shimomura
Acoustic Bass,962,Kurzweil Orchestral ROM,1993,Super Mario RPG: Legend of the Seven Stars,1996,SNES,Rose Town,Yoko Shimomura
A.Piano 2,A01,Korg 01/W Pro,1992,Super Mario RPG: Legend of the Seven Stars,1996,SNES,"The Axem Rangers Drop In, Sad Song",Yoko Shimomura
Harp,A57,Korg 01/W Pro,1992,Super Mario RPG: Legend of the Seven Stars,1996,SNES,Conversation with Culex,Yoko Shimomura
Pizzicato,B57,Korg 01/W Pro,1992,Super Mario RPG: Legend of the Seven Stars,1996,SNES,"Of the Forest Mushrooms Please Beware, C'mon, C'mon, Let's Play with Geno!, Geno's Awakening, Do the Fluff-Fluff!, Working Moles are Good Moles",Yoko Shimomura
N/A (Orchestral Snare),N/A,Korg 01/W Pro,1992,Super Mario RPG: Legend of the Seven Stars,1996,SNES,Let's Race,Yoko Shimomura
Partition A - FRENCH HORN - FRN HRN-SOLO,None,Prosonus Sound Library S1000 Vol. 1,1991,Super Mario RPG: Legend of the Seven Stars,1996,SNES,The Journey is Full of Danger,"Yoko Shimomura, Teruaki Sugawara, Hidenori Suzuki, Motoko Watanabe"
Partition A - STEEL STRING - STEEL STRING,None,Prosonus Sound Library S1000 Vol. 1,1991,Super Mario RPG: Legend of the Seven Stars,1996,SNES,"Fun Adventure Happy Adventure, Let's Go Down the Midas River, And My Name is Booster, Margarie Valentina","Yoko Shimomura, Teruaki Sugawara, Hidenori Suzuki, Motoko Watanabe"
TimbleLo,Prc/081,Alesis DM5,1995,Super Mario RPG: Legend of the Seven Stars,1996,SNES,"Vs. Koopa, Welcome! Yo'ster Island!!","Yoko Shimomura, Teruaki Sugawara, Hidenori Suzuki, Motoko Watanabe"
Music Box,11,Roland Sound Canvas,1991,Super Mario 64,1996,N64,"Piranha Plant's Lullaby, Looping Steps",Koji Kondo
Accordion Fr,22,Roland Sound Canvas,1991,Super Mario 64,1996,N64,"Cool, Cool Mountain",Koji Kondo
Harmonica,23,Roland Sound Canvas,1991,Super Mario 64,1996,N64,Staff Roll,Koji Kondo
Square Wave,81,Roland Sound Canvas,1991,Super Mario 64,1996,N64,Metal Mario,Koji Kondo
French Horns,61,Roland Sound Canvas SC-88,1994,Super Mario 64,1996,N64,"Opening, Toad's Message, Cool, Cool Mountain, Race Fanfare, Koopa Number 3 Defeated, Mid-Boss",Koji Kondo
Lyric Pipe Solo,I-47,Roland Super JD JD-990,1993,Super Mario 64,1996,N64,File Select,Koji Kondo
Partition A - ORCHHITS MAJ - HITS MAJ  FF,None,Peter Siedlaczek's Orchestra,1988,Super Mario 64,1996,N64,"Through Koopa's Road, Metal Mario",Koji Kondo
CD 1 - Instruments - Brass - Rock & Roll Horns - Rock & Roll Horns Sus Stereo lm,None,Digidesign SampleCell Factory Library,1991,Super Mario 64,1996,N64,"Main Theme, To Koopa's Road",Koji Kondo
CD 1 - Instruments - Brass - Trumpet - Trumpet 1,None,Digidesign SampleCell Factory Library,1991,Super Mario 64,1996,N64,"Mid-Boss, Koopa Number 3 Defeated",Koji Kondo
CD 1 - Instruments - Guitars - Les Paul Reggae lm,None,Digidesign SampleCell Factory Library,1991,Super Mario 64,1996,N64,Main Theme,Koji Kondo
CD 1 - Instruments - Keyboards - Organs - Hammond - B3 Organ Mello,None,Digidesign SampleCell Factory Library,1991,Super Mario 64,1996,N64,Title,Koji Kondo
CD 1 - Instruments - Keyboards - Percussive Keyboards - Percussive Synth - Oz Land (Stereo),None,Digidesign SampleCell Factory Library,1991,Super Mario 64,1996,N64,Main Theme,Koji Kondo
CD 1 - Instruments - Keyboards - Pianos - Bosendorfer - Bosendorfer 1,None,Digidesign SampleCell Factory Library,1991,Super Mario 64,1996,N64,Staff Roll,Koji Kondo
CD 1 - Instruments - Keyboards - Pianos - Yamaha C5 - Yamaha C5 Piano 1,None,Digidesign SampleCell Factory Library,1991,Super Mario 64,1996,N64,"Cavern, Slider",Koji Kondo
CD 1 - Instruments - Percussion Unpitched - Drums & Percussion - Flexitone / Sleighbell 1,None,Digidesign SampleCell Factory Library,1991,Super Mario 64,1996,N64,"Cool, Cool Mountain",Koji Kondo
CD 1 - Instruments - Percussion Unpitched - Drums & Percussion - Hi Hats Complete,None,Digidesign SampleCell Factory Library,1991,Super Mario 64,1996,N64,"Title, Main Theme, Koopa's Theme",Koji Kondo
CD 1 - Instruments - Percussion Unpitched - Drums & Percussion - Pearl Toms,None,Digidesign SampleCell Factory Library,1991,Super Mario 64,1996,N64,"Main Theme, To Koopa's Road",Koji Kondo
CD 1 - Instruments - Percussion Unpitched - Drums & Percussion - Pop Drums Instrument,None,Digidesign SampleCell Factory Library,1991,Super Mario 64,1996,N64,Cavern,Koji Kondo
CD 1 - Instruments - Percussion Unpitched - Drums & Percussion - Ride Complete,None,Digidesign SampleCell Factory Library,1991,Super Mario 64,1996,N64,"Title, Main Theme, Koopa's Theme",Koji Kondo
CD 1 - Insstruments - Percussion Unpitched - Drums & Percussion - Tabla Riffs,None,Digidesign SampleCell Factory Library,1991,Super Mario 64,1996,N64,Lethal Lava,Koji Kondo
CD 1 - Insstruments - Percussion Unpitched - Drums & Percussion - Tablas,None,Digidesign SampleCell Factory Library,1991,Super Mario 64,1996,N64,"Lethal Lava, To Koopa's Road",Koji Kondo
CD 1 - Instruments - Percussion Unpitched - Drums & Percussion - World Percussion #1,None,Digidesign SampleCell Factory Library,1991,Super Mario 64,1996,N64,Horror House of the Boos,Koji Kondo
CD 1 - Instruments - Strings - String - String Pizzicato,None,Digidesign SampleCell Factory Library,1991,Super Mario 64,1996,N64,Peach's Castle,Koji Kondo
CD 1 - Instruments - Strings - String - String Sus Forte 1,None,Digidesign SampleCell Factory Library,1991,Super Mario 64,1996,N64,(Too many to count),Koji Kondo
CD 1 - Instruments - Voices - Synth Voices - Synth Breath Voices - Lost Boy (Stereo),None,Digidesign SampleCell Factory Library,1991,Super Mario 64,1996,N64,To Koopa's Road,Koji Kondo
CD 1 - Instruments - Woodwinds - Flute 1,None,Digidesign SampleCell Factory Library,1991,Super Mario 64,1996,N64,Koopa's Message,Koji Kondo
CD 2 - Instruments - It's a Medley Instruments - Rock Drum Kit 3,None,Digidesign SampleCell Factory Library,1993,Super Mario 64,1996,N64,Main Theme,Koji Kondo
Instruments - Pitched Percussion - Timpani Med Mallet - Timp Md f,None,Synclavier Percussion+ World & Orchestral,1994,Super Mario 64,1996,N64,Mid-Boss,Koji Kondo
"Females - 0:26/(fs) ""Paah"" E",53,Best Service Voice Spectral,1993,Super Mario 64,1996,N64,Game Start,Koji Kondo
Disk 1 - Abe Basses (Partition E) - DARK FRETLES - AL DRK FLS A,None,Spectrasonics Bass Legends,1994,Super Mario 64,1996,N64,"Title, Cavern",Koji Kondo
Disk 2 - John Basses (Partition A) - 6-STR FUNK - JP FUNK-V3 A,None,Spectrasonics Bass Legends,1994,Super Mario 64,1996,N64,Main Theme,Koji Kondo
Disk 2 - John Basses (Partition C) - BERTHA AC.BS - JP AC.BSV3 A,None,Spectrasonics Bass Legends,1994,Super Mario 64,1996,N64,"Slide, Invincible Mario",Koji Kondo
African/Contemporary - Partition C - CLAVES - -CLAVES,None,Spectrasonics Supreme Beats,1995,Super Mario 64,1996,N64,Cavern,Koji Kondo
African/Contemporary - Partition I - CONGAS 2 - -CONGAS 1,None,Spectrasonics Supreme Beats,1995,Super Mario 64,1996,N64,"Staff Roll, Cavern",Koji Kondo
Harpsikord,32,E-MU Proteus/1,1989,Super Mario 64,1996,N64,Ending,Koji Kondo
Partition A - DRUM SET 1 - SET0102.MAIN,None,Q↑ Arts Sonic Images,1990,Super Mario 64,1996,N64,Title,Koji Kondo
Partition A - DRUM SET 4 - SET0506.MAIN,None,Q↑ Arts Sonic Images,1990,Super Mario 64,1996,N64,Title,Koji Kondo
Partition A - DRUM SET 9 - SET1422.MAIN,None,Q↑ Arts Sonic Images,1990,Super Mario 64,1996,N64,Invincible Mario,Koji Kondo
Partition A - PERC SET 3 - 3.SET MAIN..,None,Q↑ Arts Sonic Images,1990,Super Mario 64,1996,N64,Title,Koji Kondo
Partition A - PERC SET 4 - 4.SET MAIN..,None,Q↑ Arts Sonic Images,1990,Super Mario 64,1996,N64,"Opening, Horror House of the Boos",Koji Kondo
Partition B - FX SET 1 2M - 1.BANK..MONK,None,Q↑ Arts Sonic Images,1990,Super Mario 64,1996,N64,Horror House of the Boos,Koji Kondo
Partition A - TROMBONES - BONES 1,None,The Denny Jaeger Private Collection Volume 1,1994,Super Mario 64,1996,N64,Peach's Castle,Koji Kondo
Interplanetary Ethnic - EthnicInstr - Lahna,None,OSC A Poke in the Ear with a Sharp Stick,1992,Super Mario 64,1996,N64,Koopa's Theme,Koji Kondo
Percussion - Bass Drums - Kick2,None,OSC A Poke in the Ear with a Sharp Stick,1992,Super Mario 64,1996,N64,Koopa's Theme,Koji Kondo
Percussion - RimDrum(effects) - MetalHigh,None,OSC A Poke in the Ear with a Sharp Stick,1992,Super Mario 64,1996,N64,Koopa's Theme,Koji Kondo
Tonal Sounds - Tonal-DarkSynth - convolution 001,None,OSC A Poke in the Ear with a Sharp Stick,1992,Super Mario 64,1996,N64,"Koopa's Message, Koopa's Theme",Koji Kondo
Gongs - Fu Yin Gongs,None,OMI Universe of Sounds Vol. 2,1987,Super Mario 64,1996,N64,Horror House of the Boos,Koji Kondo
Percussion Ethnic - Small Gamelans,None,OMI Universe of Sounds Vol. 2,1987,Super Mario 64,1996,N64,Horror House of the Boos,Koji Kondo
"WHISTLE, HUMAN - SINGLE NOTE, WITH VIBRATO",2-94-02,Sound Ideas Sampler Library,1987,Super Mario 64,1996,N64,Slider,Koji Kondo
"BANJO, 5 STRING - SOFT PICKED NOTE",3-01-01,Sound Ideas Sampler Library,1987,Super Mario 64,1996,N64,Slider,Koji Kondo
"BANJO, 5 STRING - SOFT PICKED NOTE",3-01-04,Sound Ideas Sampler Library,1987,Super Mario 64,1996,N64,Slider,Koji Kondo
"GUITAR, 6 STR., NYLON - SOFT PICK, RING OUT",3-34-02,Sound Ideas Sampler Library,1987,Super Mario 64,1996,N64,"Cool, Cool Mountain, Invincible Mario",Koji Kondo
"GUITAR, 6 STR., NYLON - SOFT PICK, RING OUT",3-34-06,Sound Ideas Sampler Library,1987,Super Mario 64,1996,N64,"Cool, Cool Mountain, Invincible Mario",Koji Kondo
VIOLIN - LONG BOWED NOTE,5-30-03,Sound Ideas Sampler Library,1987,Super Mario 64,1996,N64,Slider,Koji Kondo
N/A (Piano),N/A,N/A (Yamaha Product),N/A,Super Mario 64,1996,N64,Piranha Plant's Lullaby (Bonus Track),Koji Kondo
"Snare 3 Medium Metal - Single Strokes, Brushes - normal mf",55,Soundart Acoustic Drums,1992,Super Mario 64,1996,N64,Opening,Koji Kondo
"Snare 4 Deep Brass - Single Strokes, Brushes - rim shot",71,Soundart Acoustic Drums,1992,Super Mario 64,1996,N64,Slider,Koji Kondo
Partition A - ROCK GUITAR1 - ROCK GUITAR1,None,InVision Lightware 1 Stratus,1993,Wave Race 64,1996,N64,"Main Title, Machine Select, Sunny Beach, Sunset Bay, Marine Fortress, Port Blue",Kazumi Totaka
Velo-Switch Bass,A-63,Roland Super JD JD-990,1993,Wave Race 64,1996,N64,"Dolphin Park, Sunny Beach, Marine Fortress",Kazumi Totaka
Pan Pipe,93,Roland Super JD JD-990,1993,Wave Race 64,1996,N64,Drake Lake,Kazumi Totaka
Ac Piano 1,109,Roland Super JD JD-990,1993,Wave Race 64,1996,N64,Dolphin Park,Kazumi Totaka
E.Piano 1,112,Roland Super JD JD-990,1993,Wave Race 64,1996,N64,"Config., Sunset Bay",Kazumi Totaka
Fanta Bell,148,Roland Super JD JD-990,1993,Wave Race 64,1996,N64,Main Title,Kazumi Totaka
N/A (Harmonica),N/A,N/A (Korg Product),N/A,Wave Race 64,1996,N64,Config.,Kazumi Totaka
Arco Violas,7,E-MU Proteus/2 XR,1990,Wave Race 64,1996,N64,"Main Title, Config., Drake Lake",Kazumi Totaka
Instruments - B3 Hi Fast,4,E-MU Vintage Keys,1992,Wave Race 64,1996,N64,Dolphin Park,Kazumi Totaka
N/A (Hi-Hats),N/A,N/A (E-MU Product),N/A,Wave Race 64,1996,N64,Main Title,Kazumi Totaka
Steel Drums,115,Roland Sound Canvas,1991,Mario Kart 64,1996,N64,Koopa Troopa Beach,Kenta Nagata
Marimba,13,Roland Sound Canvas SC-88,1994,Mario Kart 64,1996,N64,Banshee Boardwalk,Kenta Nagata
Detuned Or1,17,Roland Sound Canvas SC-88,1994,Mario Kart 64,1996,N64,Circuit & Wario Stadium,Kenta Nagata
Organ 3,19,Roland Sound Canvas SC-88,1994,Mario Kart 64,1996,N64,"Circuit & Wario Stadium, Rainbow Road, Kalimari Desert",Kenta Nagata
Harmonica,23,Roland Sound Canvas SC-88,1994,Mario Kart 64,1996,N64,Choco Mountain,Kenta Nagata
12-str.Gt,26,Roland Sound Canvas SC-88,1994,Mario Kart 64,1996,N64,Snow & Sherbet Land,Kenta Nagata
Overdrive Gt.,30,Roland Sound Canvas SC-88,1994,Mario Kart 64,1996,N64,Rainbow Road,Kenta Nagata
SynthBass 1,39,Roland Sound Canvas SC-88,1994,Mario Kart 64,1996,N64,Circuit & Wario Stadium,Kenta Nagata
Choir Aahs,53,Roland Sound Canvas SC-88,1994,Mario Kart 64,1996,N64,Bowser's Castle,Kenta Nagata
Brass 1,62,Roland Sound Canvas SC-88,1994,Mario Kart 64,1996,N64,Circuit & Wario Stadium,Kenta Nagata
Ocarina,80,Roland Sound Canvas SC-88,1994,Mario Kart 64,1996,N64,"Koopa Troopa Beach, Kalimari Desert",Kenta Nagata
Bass & Lead,88,Roland Sound Canvas SC-88,1994,Mario Kart 64,1996,N64,Kalimari Desert,Kenta Nagata
Rave,98,Roland Sound Canvas SC-88,1994,Mario Kart 64,1996,N64,Bowser's Castle,Kenta Nagata
Banjo,106,Roland Sound Canvas SC-88,1994,Mario Kart 64,1996,N64,Kalimari Desert,Kenta Nagata
Kalimba,109,Roland Sound Canvas SC-88,1994,Mario Kart 64,1996,N64,DK's Jungle Parkway,Kenta Nagata
Fiddle,111,Roland Sound Canvas SC-88,1994,Mario Kart 64,1996,N64,Moo Moo Farm & Yoshi Valley,Kenta Nagata
ROOM,9,Roland Sound Canvas SC-88,1994,Mario Kart 64,1996,N64,Opening Title,Kenta Nagata
ETHNIC,50,Roland Sound Canvas SC-88,1994,Mario Kart 64,1996,N64,Banshee Boardwalk,Kenta Nagata
Velo-Switch Bass,A-63,Roland Super JD JD-990,1993,Mario Kart 64,1996,N64,Opening Title,Kenta Nagata
N/A (Piano),N/A,N/A (Roland Product),N/A,Mario Kart 64,1996,N64,Toad's Turnpike,Kenta Nagata
Accordion,1,E-MU Proteus/3 XR World,1991,Mario Kart 64,1996,N64,Snow & Sherbet Land,Kenta Nagata
Disk 2 - John Basses (Partition C) - BERTHA AC.BS - JP AC.BSV3 A,None,Spectrasonics Bass Legends,1994,Mario Kart 64,1996,N64,Kalimari Desert,Kenta Nagata
World/Dance - Partition B - 80 UDUS - -UDUS BLNUDU,None,Spectrasonics Supreme Beats,1995,Mario Kart 64,1996,N64,DK's Jungle Parkway,Kenta Nagata
CD 1 - Insstruments - Percussion Unpitched - Drums & Percussion - Tablas,None,Digidesign SampleCell Factory Library,1991,Mario Kart 64,1996,N64,Banshee Boardwalk,Kenta Nagata
CD 1 - Instruments - Percussion Unpitched - Orchestral Percussion - Misc Percussion 1,None,Digidesign SampleCell Factory Library,1991,Mario Kart 64,1996,N64,Koopa Troopa Beach,Kenta Nagata
CD 1 - Instruments - Strings - String - String Sustained 1,None,Digidesign SampleCell Factory Library,1991,Mario Kart 64,1996,N64,Toad's Turnpike,Kenta Nagata
CD 1 - Instruments - Woodwinds - Synth Flute Pipes - Lyle's,None,Digidesign SampleCell Factory Library,1991,Mario Kart 64,1996,N64,Rainbow Road,Kenta Nagata
Wide Marimba,45,E-MU Proteus/1,1989,Crash Bandicoot,1996,PS1,Crash Bandicoot Theme,Josh Mancell
BS :Basses  1 - BS :Ac.Fretless - BS :Uprite 1a,None,Roland Library Preview Disc SV-SP70-01,1992,Crash Bandicoot,1996,PS1,Crash Bandicoot Theme,Josh Mancell
Nylon-str. Gt.,25,Roland Sound Canvas,1991,Wild Arms,1996,PS1,Town,Michiko Naruke
Solo Vln 1,XP-X:050,Roland SR-JV80-02 Orchestral,1992,Tomb Raider,1996,PS1,Tomb Raider,Nathan McCree
Oboe 1,XP-X:092,Roland SR-JV80-02 Orchestral,1992,Tomb Raider,1996,PS1,Tomb Raider,Nathan McCree
F.Hrn Sect3,XP-X:130,Roland SR-JV80-02 Orchestral,1992,Tomb Raider,1996,PS1,Tomb Raider,Nathan McCree
Choir 2,XP-X:228,Roland SR-JV80-02 Orchestral,1992,Tomb Raider,1996,PS1,Tomb Raider,Nathan McCree
64voicePiano,PR-A:001,Roland Super JV JV-1080,1994,Sonic 3D: Flickies' Island/ Blast,1996,Saturn,Spring Stadium Zone Act 1,Richard Jacques
Piano 16',M01 01,Korg M1,1988,Sonic the Fighters,1996,Arcade,ADVERTISE [K.I.Y.O.],Maki Morrow & Takenobu Mitsuyoshi
